IdLojista,Mes,NmLojista,NmClusterLojista,NmMundoLojista,QtPedidoColocado,QtItemColocado,QtPedidoAprovado,QtItemAprovado,VrTotalPedidoColocado,VrTotalPedidoAprovado,StLojista,TxAprovacao
22632,5,DE PIERI FECHADURAS E ACESSORIOS,A,Cauda Longa,3,3,3,3,792.3000,792.3000,ativo,1.00000000
22672,5,DROYD TECNOLOGIA,A,Linha Branca,1,1,0,0,187.0000,0.0000,ativo,0E-8
22709,4,Arago Dermocosméticos,A,Cauda Longa,4,5,4,5,496.9800,496.9800,ativo,1.00000000
22752,3,A CASA SÃO PAULO,A,Cauda Longa,5,5,4,4,934.6000,756.7000,ativo,0.80965119
23041,3,RODA VIVA,AAA,Cauda Longa,68,91,42,62,51626.5700,33464.2800,ativo,0.64819879
23177,3,SHOPSHOP,A,Móveis,33,51,26,43,23263.2700,18590.5200,ativo,0.79913615
23332,4,ROCK FOR KIDS,A,Cauda Longa,2,2,2,2,65.0000,65.0000,ativo,1.00000000
23498,3,DIPONTO,A,Cauda Longa,1,1,1,1,651.3000,651.3000,ativo,1.00000000
23517,1,Papellotti,A,Cauda Longa,122,163,88,117,17873.6200,8581.1500,ativo,0.48010140
23624,7,PRIMEIROS DANET,A,Tecnologia,1,1,1,1,81.1900,81.1900,ativo,1.00000000
24082,8,Loft7,A,Móveis,47,97,32,66,38350.8400,27413.8400,ativo,0.71481720
24111,8,JP CELL,A,Tecnologia,159,173,93,102,39657.7500,23728.7000,ativo,0.59833702
25496,7,Ditudotem,AAA,Cauda Longa,37,39,24,26,6688.3200,4449.9900,ativo,0.66533748
25690,8,Caati,A,Cauda Longa,1,1,1,1,296.5000,296.5000,ativo,1.00000000
26282,7,Brotherss,A,Tecnologia,1,1,0,0,179.5100,0.0000,ativo,0E-8
26990,9,Poma Shop,A,Cauda Longa,2,3,1,1,280.4900,128.1600,ativo,0.45691469
27241,3,Show D`casa home center,A,Cauda Longa,116,138,86,105,47213.0700,33945.1100,ativo,0.71897697
27329,7,TELAS TAHITI,A,Tecnologia,1,1,1,1,1278.9000,1278.9000,ativo,1.00000000
30816,1,Jwt Brasil,A,Cauda Longa,3,6,3,6,800.8600,800.8600,inativo,1.00000000
30826,5,AES 1975,A,Cauda Longa,16,16,4,4,1969.0600,470.4300,ativo,0.23891095
30861,4,Etna,AAA,Cauda Longa,234,327,190,267,51916.7900,35622.6000,ativo,0.68614797
31065,7,The Game Shop,AAA,Tecnologia,4180,4517,2488,2669,5768531.0600,2913863.6100,ativo,0.50513096
31115,4,PCPerformance,A,Tecnologia,2,2,1,1,4774.4300,146.2100,ativo,0.03062355
31279,3,Attena,A,Cauda Longa,1,1,1,1,278.1900,278.1900,ativo,1.00000000
31319,7,Empório do Bebê e Cia,A,Cauda Longa,7,7,4,4,1489.2200,1255.0000,ativo,0.84272304
31388,9,Estrela Móveis,AA,Móveis,691,701,471,479,622402.0000,422845.0000,ativo,0.67937603
31427,4,Sol e Agua,A,Cauda Longa,1,1,1,1,1146.8000,1146.8000,ativo,1.00000000
31692,8,Pedal Extreme,A,Cauda Longa,1,1,1,1,333.4200,333.4200,ativo,1.00000000
31693,3,Shopp Store,A,Cauda Longa,2,2,1,1,900.8700,660.1700,ativo,0.73281384
31696,3,Autos Acessórios,AA,Cauda Longa,45,45,37,37,26152.9900,18841.4300,ativo,0.72043120
31860,2,DiaFilme,A,Tecnologia,31,32,29,30,6123.3100,5333.5100,ativo,0.87101747
31958,3,AUTOMAÇÃO GLOBAL,A,Linha Branca,133,138,102,107,35638.9200,26661.9200,ativo,0.74811246
31959,8,ADSL Câmeras,AAA,Tecnologia,23,23,13,13,89459.4600,52907.7700,ativo,0.59141616
31978,6,Street Bike,A,Cauda Longa,3,3,1,1,619.7700,221.5900,ativo,0.35753586
32080,1,Casa Seleta,A,Móveis,144,154,107,117,45013.4600,35021.4400,ativo,0.77802151
32110,2,NEIDE MODAS,A,Cauda Longa,3,3,3,3,298.1000,298.1000,ativo,1.00000000
32171,3,Farma Util Centro,A,Cauda Longa,2,2,2,2,366.5900,366.5900,ativo,1.00000000
32185,3,Igui,A,Cauda Longa,2,2,2,2,1192.4200,1192.4200,ativo,1.00000000
32226,3,Iron Action Suplementos,AA,Cauda Longa,1,1,0,0,42.0000,0.0000,ativo,0E-8
32315,4,Webhouse - NAO USAR,A,Cauda Longa,4,4,4,4,4536.5400,4536.5400,inativo,1.00000000
32382,8,Multivix Magazini,A,Linha Branca,16,16,9,9,4051.6800,2238.4800,ativo,0.55248193
32509,6,TUDO PARA CABELEIREIRO,A,Cauda Longa,66,75,42,45,64927.9100,39543.9500,ativo,0.60904394
32546,6,Thermomatic,A,Cauda Longa,5,5,3,3,11656.2800,6557.8600,ativo,0.56260316
32613,4,Drive Store,A,Cauda Longa,15,28,12,24,797.2500,686.1700,ativo,0.86067106
32628,3,WP Home,AAA,Cauda Longa,30,31,20,20,11329.6000,9497.1000,ativo,0.83825554
32716,1,Brasis Store,A,Cauda Longa,3,3,3,3,1364.9700,1364.9700,ativo,1.00000000
32881,1,Solução & Cia,A,Cauda Longa,21,21,16,16,3072.7000,2403.2000,ativo,0.78211345
32916,3,Sunset Adesivos,A,Cauda Longa,6,6,3,3,506.0000,274.1000,ativo,0.54169960
33207,2,ALIVIO CARE,A,Cauda Longa,13,13,12,12,2761.0000,2707.5000,ativo,0.98062296
33300,5,Anima Brinque,A,Cauda Longa,4,9,3,8,295.1000,241.6800,ativo,0.81897662
33524,3,Zentec,A,Tecnologia,33,46,29,42,7461.5400,6826.4900,ativo,0.91489022
33718,5,INFANTO BABY,A,Cauda Longa,2,2,1,1,185.6000,90.9000,inativo,0.48976293
33846,8,SIELA,A,Cauda Longa,5,5,1,1,963.1000,66.7000,ativo,0.06925553
34051,6,ARYFA COSMETICOS,A,Cauda Longa,8,8,3,3,1171.8000,268.7000,ativo,0.22930534
34064,8,LEONIDAS,A,Cauda Longa,12,13,11,12,1376.9600,1310.0600,ativo,0.95141471
34359,2,SUPER COMPRA MOVEIS,A,Móveis,4,5,3,4,1083.7800,870.5700,ativo,0.80327188
34367,9,LOJA DO PONTO,A,Tecnologia,1,1,1,1,1754.2100,1754.2100,ativo,1.00000000
34384,8,CAMISETA PERSONALIZADA BARBOSA,A,Cauda Longa,8,9,6,7,431.6000,281.3000,ativo,0.65176089
34540,9,PALÁCIO DO CONSERTO,A,Cauda Longa,13,15,11,13,1855.4400,1174.8600,ativo,0.63319752
34695,5,WORLDFREEPERFUMES,A,Cauda Longa,450,474,83,89,162915.4400,27492.9300,ativo,0.16875583
34958,2,Decoarte Moveis e Decoracoes,A,Móveis,1,1,1,1,673.5700,673.5700,ativo,1.00000000
35058,7,GOMECAP,A,Setup,1,1,0,0,604.4100,0.0000,ativo,0E-8
35193,2,LOSQUADROS,A,Setup,1,1,1,1,110.9000,110.9000,ativo,1.00000000
35245,6,RO7PARTS,A,Setup,49,50,13,13,108712.6000,41673.3000,ativo,0.38333459
35268,3,SHOP MARINE,Setup,Cauda Longa,5,5,4,4,1899.1700,1473.6500,ativo,0.77594423
35333,9,Super Sexy,Setup,Setup,80,84,25,26,91645.0400,13869.1100,ativo,0.15133509
35344,1,DELTA PETS,Setup,Setup,2,3,1,1,654.1900,162.0900,ativo,0.24777205
35379,6,Intermezzospina,Setup,Setup,11,11,9,9,8051.1100,7387.6300,ativo,0.91759149
35385,8,FORPLAYER,Setup,Setup,2,2,0,0,342.0300,0.0000,ativo,0E-8
35425,6,GREGO METAL,Setup,Setup,3,3,3,3,245.6700,245.6700,ativo,1.00000000
35501,1,LAPROVENCE,Setup,Setup,2,2,2,2,316.9900,316.9900,ativo,1.00000000
35539,5,DOCE LAR DECORAÇÃO,Setup,Setup,30,32,22,24,19370.8000,15146.6000,ativo,0.78192950
35543,4,Express Atacado,A,Setup,162,200,69,94,33728.1400,12362.1400,inativo,0.36652303
35576,6,OMAISBARATOSEMPRE,A,Setup,62,69,49,55,7981.8900,6198.4500,ativo,0.77656420
35628,7,Proktel,Setup,Setup,2,2,2,2,139.8000,139.8000,ativo,1.00000000
35724,4,COUNTRY BEEF,Setup,Cauda Longa,3,3,3,3,419.2000,419.2000,ativo,1.00000000
35776,7,RD MAGAZINE,Setup,Setup,27,28,7,8,17908.4200,4541.1100,ativo,0.25357402
35782,9,Pimentech,Setup,Setup,29,30,20,21,8792.0000,6163.8000,ativo,0.70106915
35789,1,Villeni Bebidas,A,Setup,5,7,3,5,410.5600,242.5800,ativo,0.59085152
35861,5,VINTAGE ART PRINT,Setup,Setup,9,10,6,7,1137.4100,644.4600,ativo,0.56660307
35902,1,LUTI RELOGIOS E PRESENTES,Setup,Setup,12,12,8,8,3004.3200,2037.9300,ativo,0.67833320
36084,2,Sodimac-Dicico,Setup,Setup,18,32,13,27,11286.0200,9484.4400,ativo,0.84037065
36214,2,Loja Liga Fashion,Setup,Setup,3,3,3,3,308.2600,308.2600,inativo,1.00000000
36222,8,MODAKI,Setup,Setup,22,23,14,14,2923.2700,1950.5600,ativo,0.66725277
36317,7,VISUAL MARKET,Setup,Cauda Longa,45,45,23,23,154858.4800,71873.0100,ativo,0.46412060
36333,9,Show de Ferramentas,Setup,Cauda Longa,2,2,2,2,3188.0000,3188.0000,ativo,1.00000000
36344,9,WA MAGAZINE,Setup,Cauda Longa,1,1,1,1,74.3600,74.3600,ativo,1.00000000
36438,6,Shopping da Acupuntura,Setup,Cauda Longa,19,21,16,18,4377.2300,3655.8100,ativo,0.83518801
36443,5,Ribechalana,Setup,Cauda Longa,9,9,5,5,445.3900,213.5100,ativo,0.47937762
36623,6,FABONESHOP,Setup,Cauda Longa,13,25,10,16,7920.1200,5266.8400,ativo,0.66499497
36625,2,Happy Kids Brinquedos,Setup,Cauda Longa,3,3,2,2,521.2700,346.3600,ativo,0.66445412
36685,3,Fogonline,Setup,Cauda Longa,6,9,4,6,611.8600,399.7100,ativo,0.65327036
36693,7,Real Coffee,Setup,Cauda Longa,16,17,16,17,2636.8500,2636.8500,ativo,1.00000000
36798,6,Inigual Decor,Setup,Cauda Longa,2,2,2,2,348.4600,348.4600,ativo,1.00000000
36807,9,OCEANLUC,Setup,Cauda Longa,1,1,0,0,2350.0100,0.0000,ativo,0E-8
36887,7,Rei de Casa,Setup,Cauda Longa,10,13,6,8,5887.3700,3690.6500,ativo,0.62687584
36995,5,Agecomp,Setup,Cauda Longa,2,2,2,2,242.8000,242.8000,ativo,1.00000000
36997,8,RES MOVEIS,Setup,Cauda Longa,69,74,55,60,21441.4700,17174.6400,ativo,0.80100105
37008,5,PONTO DE OFERTA,Setup,Cauda Longa,67,72,45,49,34644.6100,23043.9100,ativo,0.66515138
37012,6,REBECA MODAS,Setup,Cauda Longa,2,2,0,0,460.4000,0.0000,ativo,0E-8
37055,5,AeE,Setup,Cauda Longa,65,82,44,55,46405.6300,30044.8700,ativo,0.64744019
37236,4,VIARIO,Setup,Cauda Longa,4,5,4,5,401.5800,401.5800,ativo,1.00000000
37480,7,V8ABC,Setup,Cauda Longa,6,6,3,3,556.8000,288.7000,ativo,0.51849856
37492,7,BORA COLEGA SHOP,Setup,Cauda Longa,584,613,347,367,85571.7700,46876.6900,ativo,0.54780554
37577,8,AQUAPETS,Setup,Cauda Longa,4,4,2,2,2759.8800,1674.0900,ativo,0.60658072
37716,6,LADY LOOK,Setup,Cauda Longa,26,26,12,12,2012.9700,685.8200,ativo,0.34070056
39459,9,DELE & DELA STORE,Setup,Cauda Longa,4,4,0,0,1919.5600,0.0000,ativo,0E-8
39881,8,ArtC Calcados,Setup,Cauda Longa,1,3,0,0,239.9000,0.0000,ativo,0E-8
41136,9,AXGLOBAL,Setup,Cauda Longa,1,1,0,0,5960.5100,0.0000,ativo,0E-8
41713,9,IMPACT ORTOPEDIA,Setup,Cauda Longa,1,1,1,1,55.8000,55.8000,ativo,1.00000000
10194,8,Mega Empório,A,Cauda Longa,5,6,3,3,35.9000,16.8800,ativo,0.47019499
10766,5,DKWStore,A,Cauda Longa,172,327,101,200,8061.8500,5160.5600,ativo,0.64012106
11098,3,Valdo Bike,A,Cauda Longa,3,3,3,3,3749.7000,3749.7000,ativo,1.00000000
11099,6,Atacadão do Lar,A,Móveis,20,20,13,13,30060.3800,14865.7400,ativo,0.49452934
11193,7,Matecki,A,Tecnologia,393,439,252,282,22809.8900,14124.0700,ativo,0.61920816
11227,9,Zona Criativa,A,Cauda Longa,23,29,18,24,2141.8800,1607.2800,ativo,0.75040619
11269,2,Oficina do Skate,A,Cauda Longa,1,1,1,1,208.7400,208.7400,ativo,1.00000000
11655,6,Esportes Camisa 10,A,Cauda Longa,17,17,3,3,4607.2000,755.1600,ativo,0.16390866
11655,7,Esportes Camisa 10,A,Cauda Longa,8,8,3,3,2204.0000,693.0500,ativo,0.31445100
12231,6,Olist,AAA,Cauda Longa,80131,95199,49747,59189,16170087.3400,8453660.4900,ativo,0.52279622
12321,7,UniqueShop,A,Cauda Longa,11,14,8,11,1231.4600,871.3900,ativo,0.70760723
12401,6,Lecasanet,AAA,Cauda Longa,441,566,318,420,82490.9100,61931.9800,ativo,0.75077339
13613,5,Lojão das Bicamas,AA,Móveis,282,292,179,185,134938.1600,85534.8500,ativo,0.63388185
13798,1,Rei das Joias,A,Cauda Longa,7,8,4,4,850.4900,473.3600,ativo,0.55657327
13835,2,Agrotama,AAA,Cauda Longa,341,355,239,249,279675.4300,168283.2600,ativo,0.60170913
14272,5,Me Creative,A,Cauda Longa,16,16,7,7,921.6000,384.8000,ativo,0.41753472
14667,8,LOGITEX,AAA,Cauda Longa,1897,2253,1513,1785,639349.5100,497563.5900,inativo,0.77823410
14687,6,Flex Mesas e Cadeiras,A,Móveis,274,363,220,300,98061.4300,81920.6200,ativo,0.83540103
14785,9,Friopeças,AAA,Linha Branca,4453,4682,3033,3211,6849654.0600,4685152.3400,ativo,0.68399839
15037,7,Loja Vou Comprar,AAA,Cauda Longa,101,108,78,82,25484.5500,18333.0200,ativo,0.71937782
15130,6,The Beer Planet,AAA,Cauda Longa,28,57,18,40,5973.6600,4345.9100,ativo,0.72751211
15303,9,Tatuifer,A,Cauda Longa,12,18,10,16,1007.8400,784.0600,ativo,0.77796079
15561,5,Loja do Azulejista,A,Cauda Longa,2,4,1,1,632.3400,447.5400,ativo,0.70775216
15657,7,Total Luxo,AAA,Cauda Longa,5,5,5,5,1297.9200,1297.9200,ativo,1.00000000
15691,3,Inovanni,A,Cauda Longa,1,1,1,1,96.5000,96.5000,ativo,1.00000000
15821,1,Mobily Baby,AAA,Móveis,775,815,573,598,412231.6200,309298.0100,ativo,0.75030152
15901,4,Gorila Clube,A,Cauda Longa,17,19,15,17,1351.1700,1165.7300,ativo,0.86275598
16099,4,Keystone Semi Joias e Acessórios,A,Cauda Longa,1,1,1,1,97.1000,97.1000,inativo,1.00000000
16127,7,Virtual Music,A,Cauda Longa,3,3,1,1,337.7000,58.7000,ativo,0.17382292
16128,7,DERMAdoctor,AAA,Cauda Longa,38,41,23,26,7651.4400,3740.3400,ativo,0.48884132
16192,3,Lojas MM,AAA,Móveis,3643,3895,2469,2648,1984711.8100,1228049.6400,ativo,0.61875464
16223,6,Ideal Online,A,Cauda Longa,12,14,12,14,958.7000,958.7000,ativo,1.00000000
16228,1,Virtual 7000,A,Tecnologia,27,34,23,30,1294.7000,1123.0600,ativo,0.86742875
16294,6,Magazine Decor,A,Móveis,294,365,194,236,203553.6600,140525.2700,ativo,0.69035983
16548,2,DouGShoP,A,Tecnologia,3,3,3,3,560.3500,560.3500,ativo,1.00000000
16886,1,RR Suprimentos,A,Tecnologia,6,6,6,6,1292.8800,1292.8800,ativo,1.00000000
16979,3,East Shop,A,Cauda Longa,7,7,6,6,568.1300,447.8400,ativo,0.78827029
17241,4,Quick Clean,A,Cauda Longa,1,2,1,2,142.7000,142.7000,ativo,1.00000000
17251,5,Mamão com Açucar,A,Cauda Longa,90,91,22,22,23711.3900,5239.1800,ativo,0.22095626
17697,7,Milani Store,A,Móveis,269,298,169,188,219657.3800,128657.2300,ativo,0.58571777
17851,3,Kasabela,AAA,Móveis,905,934,654,670,197606.2800,142430.6500,ativo,0.72077998
18488,3,JR Utilidades Domesticas,A,Cauda Longa,7,8,6,7,896.9000,762.2000,ativo,0.84981603
19111,6,Fly Games SP,A,Tecnologia,4,4,4,4,711.6300,711.6300,ativo,1.00000000
19407,8,STREET MOTOS,A,Cauda Longa,6,6,2,2,4932.1000,2066.4000,ativo,0.41896961
19421,3,BMBrasil,A,Cauda Longa,1,1,1,1,253.6000,253.6000,ativo,1.00000000
19676,2,Mundo de LED,A,Cauda Longa,3,3,2,2,512.7000,315.9000,ativo,0.61614980
19937,5,DUFRIO,AAA,Linha Branca,3852,4033,2453,2593,3326166.7800,2068942.1700,ativo,0.62201997
20121,4,Maiart,A,Móveis,170,244,139,192,45452.0100,37525.3700,ativo,0.82560419
20240,5,Vitrine dos Importados,A,Cauda Longa,189,225,155,190,15275.6400,12843.8900,inativo,0.84080863
20362,6,Cordeiro Maquinas,A,Cauda Longa,94,110,59,73,40085.9700,21426.8000,ativo,0.53452118
21078,3,Montana Import,A,Cauda Longa,7,8,5,6,451.2000,369.3400,ativo,0.81857270
21129,5,Megatecshop,AAA,Tecnologia,356,362,143,147,819307.2600,259557.3200,ativo,0.31680095
21241,9,Daluxe Store,A,Cauda Longa,1,1,1,1,217.0000,217.0000,ativo,1.00000000
21283,9,Absoluta Informatica,A,Cauda Longa,20,21,15,15,5930.8800,3554.8700,ativo,0.59938323
21414,4,PENSOU FILTROS,A,Linha Branca,23,25,23,25,3110.5800,3110.5800,ativo,1.00000000
21525,9,Rifletti Estofados,AAA,Móveis,291,294,171,173,553809.5000,320143.5000,ativo,0.57807513
21707,6,PedalShop,A,Cauda Longa,2,2,2,2,914.4000,914.4000,ativo,1.00000000
21874,1,Fabrica Galeria Brasil,A,Cauda Longa,2,4,2,4,141.7800,141.7800,ativo,1.00000000
22082,8,1001 Novidades,A,Cauda Longa,5,5,4,4,640.7800,597.7000,ativo,0.93276944
22088,6,Mymax,AAA,Tecnologia,2383,2531,1590,1695,1677947.7800,1139056.2600,ativo,0.67883892
22287,2,Doce Malu,AAA,Cauda Longa,326,791,151,509,14609.6900,8577.4600,ativo,0.58710760
23374,1,OFFICE W COMERCIO E IMPORTACAO,A,Cauda Longa,3,3,3,3,1286.1000,1286.1000,ativo,1.00000000
23374,3,OFFICE W COMERCIO E IMPORTACAO,A,Cauda Longa,2,2,2,2,841.9000,841.9000,ativo,1.00000000
23791,9,WHCA-RELOJOARIA,AAA,Cauda Longa,22,22,14,14,11740.6800,6506.9600,ativo,0.55422344
24402,3,COMPRECARSHOP,A,Cauda Longa,3,3,1,1,387.6700,147.4000,ativo,0.38022029
26384,6,GALA ENXOVAIS,A,Cauda Longa,2,2,0,0,490.6000,0.0000,ativo,0E-8
27016,1,Fineza,A,Setup,1,1,0,0,403.0000,0.0000,ativo,0E-8
27058,6,Pau a Pique,A,Setup,11,12,2,2,1643.8000,295.0000,ativo,0.17946222
27554,5,Compre Bem e Barato,A,Tecnologia,33,37,19,21,5167.9700,2757.9200,ativo,0.53365635
27817,6,Brafest,A,Setup,60,90,47,75,6391.7800,4892.4000,ativo,0.76542059
30748,2,Lizz Professional,A,Cauda Longa,117,128,88,96,21374.0800,15721.2700,ativo,0.73552967
30810,3,Gaka,A,Móveis,101,159,63,101,20005.7000,13398.7900,ativo,0.66974862
31389,6,SANMOVEIS,A,Móveis,18,20,11,12,14223.0000,9379.0000,ativo,0.65942488
31394,3,COLCHÕES MM,A,Móveis,1,1,0,0,3630.0000,0.0000,ativo,0E-8
31410,1,Drake Outlet,Setup,Cauda Longa,2,2,2,2,345.5300,345.5300,ativo,1.00000000
31458,8,BATERIAS DURAN,A,Tecnologia,9,9,4,4,8185.1500,5338.9000,ativo,0.65226660
31503,8,Duo Seg,A,Cauda Longa,8,10,6,8,4352.1000,3049.0900,ativo,0.70060201
31560,7,Magazine Girassol,A,Cauda Longa,8,8,2,2,5672.5600,1751.0000,ativo,0.30867897
31568,8,Super Importadora,A,Tecnologia,23,23,10,10,82213.3000,14333.3000,ativo,0.17434284
31765,7,LS Bolsas,A,Cauda Longa,1,1,1,1,49.6400,49.6400,ativo,1.00000000
31863,5,Book 7,AAA,Setup,1165,1250,888,960,133552.3800,106814.1300,ativo,0.79979204
31885,3,PB Distribuidora,A,Cauda Longa,1,1,1,1,125.4300,125.4300,ativo,1.00000000
32044,7,KD Eletro,A,Linha Branca,182,191,142,147,48225.3100,36235.2500,inativo,0.75137412
32175,3,Mafer Equipamentos,A,Linha Branca,7,7,3,3,11516.6600,4325.2500,ativo,0.37556462
32249,5,DHL Calçados,A,Cauda Longa,36,37,7,7,7253.4000,1587.6000,ativo,0.21887666
32349,9,OLLICAR,Setup,Cauda Longa,1,1,1,1,91.5800,91.5800,ativo,1.00000000
32382,5,Multivix Magazini,A,Linha Branca,164,168,115,118,48217.6100,34373.5300,ativo,0.71288332
32522,5,Peças Parts,A,Cauda Longa,1,1,0,0,35.0700,0.0000,ativo,0E-8
32539,1,Ultrapedicos,A,Cauda Longa,49,69,38,58,4007.2900,3245.6300,ativo,0.80993140
32575,1,Panela e Cia,A,Cauda Longa,5,7,4,6,541.2200,447.6700,ativo,0.82714977
32597,2,Safliki Saúde e Conforto,A,Cauda Longa,13,24,12,23,12904.3400,12866.3600,ativo,0.99705680
32687,3,Farmacia Nazaré,A,Cauda Longa,48,75,36,60,7688.5800,5859.7700,ativo,0.76213943
32701,5,SHOP DA ILUMINAÇÃO,A,Cauda Longa,16,19,9,10,3948.3100,2029.1500,ativo,0.51392874
32783,5,JT HOME,A,Móveis,42,46,35,38,17665.2700,12029.8200,ativo,0.68098704
32963,5,Multidecor,A,Móveis,6,6,2,2,6942.2000,1579.0000,ativo,0.22744951
32985,7,VITRINEDOSLUSTRES,A,Cauda Longa,8,8,8,8,1079.1700,1079.1700,ativo,1.00000000
33150,6,Mauricio Costura e Bordado,A,Linha Branca,71,71,41,41,227962.4000,116386.0600,ativo,0.51054937
33215,7,Londricasa,A,Cauda Longa,52,54,25,26,15405.0300,7984.7800,ativo,0.51832291
33313,8,Serjão Moto Peças,A,Cauda Longa,77,85,30,31,12997.2400,4505.4300,ativo,0.34664513
33352,2,Lojas Mega Disconildo,A,Cauda Longa,3,3,3,3,2597.6000,2597.6000,ativo,1.00000000
33361,2,Econômico variedades,A,Cauda Longa,6,6,5,5,404.5700,340.5100,ativo,0.84165905
33361,4,Econômico variedades,A,Cauda Longa,9,11,7,9,1119.6000,907.2200,ativo,0.81030725
33392,1,Fhom Alimentos,A,Cauda Longa,1,1,1,1,63.7000,63.7000,ativo,1.00000000
33457,5,TBABYKIDS,A,Cauda Longa,99,99,68,68,85434.6800,53269.4000,inativo,0.62351027
33526,8,SARTOMAX,A,Cauda Longa,2,2,1,1,216.3200,83.4700,ativo,0.38586354
33556,9,INTEMOBILE,A,Tecnologia,2,2,2,2,2744.1300,2744.1300,ativo,1.00000000
33595,6,VERA TRICOT,A,Cauda Longa,1,1,0,0,137.4900,0.0000,ativo,0E-8
33632,9,DECOR MOBILLE,Setup,Cauda Longa,14,16,5,5,28110.5000,5825.2600,ativo,0.20722719
33727,2,E-COMMERTY TECNOLOGIAS,A,Cauda Longa,1,1,1,1,685.9500,685.9500,ativo,1.00000000
33932,4,GONZATTO IMPORTS,A,Tecnologia,151,198,104,143,10024.1600,7492.2300,ativo,0.74741724
34002,1,Bellacasa Decor,Setup,Setup,3,4,3,4,1376.9900,1376.9900,ativo,1.00000000
34117,5,BRASCAM,A,Cauda Longa,14,14,7,7,6723.8100,3222.8100,ativo,0.47931307
34203,4,KOPECK,A,Cauda Longa,97,140,81,120,10386.6600,8569.3000,ativo,0.82502941
34309,3,DC Casa e Construção,Setup,Setup,2,2,2,2,2589.0000,2589.0000,ativo,1.00000000
34333,5,CLOUD TOYS,A,Cauda Longa,110,115,81,86,16838.4700,11782.4100,ativo,0.69973163
34335,7,GREEN LIGHT SUPPLY,A,Tecnologia,1,1,1,1,977.6000,977.6000,ativo,1.00000000
34373,6,LINDA JOAQUINA,A,Cauda Longa,1,1,1,1,72.2000,72.2000,ativo,1.00000000
34435,1,IMPORTADOS WL,A,Cauda Longa,12,12,9,9,1843.0000,1443.7000,ativo,0.78334238
34620,5,MOVELITO,AA,Móveis,172,194,105,121,114605.6000,74309.1000,ativo,0.64838978
34626,3,Abs Atacadista,A,Móveis,23,26,19,21,11868.2300,10286.3000,ativo,0.86670885
34647,3,VENDAS VIRTUAIS,Setup,Setup,33,52,26,45,2105.7200,1668.1500,inativo,0.79219934
34648,9,ENCANTO SHOES,Setup,Cauda Longa,1,1,0,0,121.0900,0.0000,ativo,0E-8
34666,8,CALPRADO CALCADOS,A,Cauda Longa,6,6,6,6,1353.2800,1353.2800,ativo,1.00000000
34670,2,BRAZILSHOPPING,A,Cauda Longa,3,3,1,1,228.9000,76.3000,ativo,0.33333333
34777,8,DAMASSA,A,Setup,1,1,1,1,136.6300,136.6300,ativo,1.00000000
34967,6,MOMOSTYLE,A,Linha Branca,16,17,12,13,2421.4900,1857.8900,ativo,0.76725074
35112,2,KMEX Oficial,A,Cauda Longa,7,8,5,6,948.0200,460.8200,ativo,0.48608679
35192,4,MAGAZINETATI,A,Setup,29,31,23,25,2600.8700,2089.4800,ativo,0.80337733
35213,4,SHOPJOANA,Setup,Setup,5,5,4,4,461.4200,406.2800,ativo,0.88049933
35236,4,MIKAH777,A,Setup,53,63,50,60,4405.3800,4208.3600,ativo,0.95527741
35333,2,Super Sexy,Setup,Setup,38,44,13,14,89318.6100,8229.5900,ativo,0.09213746
35540,5,Salvador Comercial,Setup,Cauda Longa,322,331,221,228,649952.9800,432423.5400,ativo,0.66531511
35541,4,LA VIE DE SOPHIE,Setup,Cauda Longa,4,5,1,2,215.5300,129.3400,ativo,0.60010207
35681,7,POWER USA,Setup,Setup,1,1,1,1,94.8200,94.8200,ativo,1.00000000
35735,7,Storecell,A,Setup,9,9,3,3,1901.0800,378.3000,ativo,0.19899215
35746,4,By Sex Lingerie,Setup,Setup,4,5,2,2,322.8300,142.1900,inativo,0.44044853
35940,8,Outlet Enxoval,A,Setup,41,57,35,49,4571.7800,3960.7700,ativo,0.86635184
35974,9,ArapongasClick,Setup,Setup,30,32,24,26,13984.3900,11398.3900,ativo,0.81507953
36039,9,Gourmande,Setup,Cauda Longa,14,14,11,11,3145.5800,2908.8100,ativo,0.92472930
36096,8,Basile Mix,Setup,Setup,11,12,8,9,2636.2900,2120.8400,ativo,0.80447902
36239,8,FERPAM,Setup,Cauda Longa,11,11,7,7,6160.3100,4117.6000,inativo,0.66840792
36292,8,INOVA PLACE SHOP,Setup,Cauda Longa,8,10,6,6,451.1900,287.5500,ativo,0.63731466
36300,8,Rodatech,Setup,Cauda Longa,2,2,2,2,330.9300,330.9300,ativo,1.00000000
36366,7,Harmoniza Moveis e Decoracoes,Setup,Setup,9,11,6,8,7712.0000,5561.0000,ativo,0.72108402
36748,9,Ca&Ru,Setup,Cauda Longa,5,5,3,3,398.8500,246.5500,ativo,0.61815219
36784,7,Net Móveis,Setup,Cauda Longa,27,27,19,19,16483.7100,11903.8400,ativo,0.72215782
36846,7,SZA COMERCIO,Setup,Cauda Longa,2,2,1,1,670.9000,229.7000,ativo,0.34237591
36854,9,BS PARTS,Setup,Cauda Longa,1,1,1,1,194.0100,194.0100,ativo,1.00000000
36865,5,AMEIZZ,Setup,Cauda Longa,3,4,2,3,477.7800,344.3800,ativo,0.72079200
36893,9,FastBuy Concept,Setup,Cauda Longa,2,2,1,1,313.5000,235.3000,ativo,0.75055821
